"InChI=1S/C14H9NO/c16-14-11-8-4-5-9-12(11)15-13(14)10-6-2-1-3-7-10/h1-9H",5.3,0.384615
"InChI=1S/C10H8N2S/c11-5-6-13-10-7-8-3-1-2-4-9(8)12-10/h1-4,7,12H,6H2",4.5,0.428571
"InChI=1S/C13H10NO/c1-2-6-11(7-3-1)12-10-14-9-5-4-8-13(14)15-12/h1-10H/q+1",5.3,0.376623
"InChI=1S/C11H10N2/c1-13-10-5-3-2-4-8(10)9-6-7-12-11(9)13/h2-7,12H,1H3",4.5,0.410256
"InChI=1S/C9H6INO2/c10-8-5-6-3-1-2-4-7(6)11(8)9(12)13/h1-5H,(H,12,13)",4.5,0.387097
"InChI=1S/C12H11NO/c1-9(14)6-7-11-8-10-4-2-3-5-12(10)13-11/h2-8,13H,1H3/b7-6+",4.5,0.4375
"InChI=1S/C10H7NO/c1-2-4-8-7(3-1)10-9(11-8)5-6-12-10/h1-6,11H",4.5,0.376623
"InChI=1S/C9H9NO2/c11-9(12)8-5-6-3-1-2-4-7(6)10-8/h1-5,9-12H",4.5,0.490909
"InChI=1S/C9H9NO3S/c1-7-6-8-4-2-3-5-9(8)10(7)14(11,12)13/h2-6H,1H3,(H,11,12,13)",4.5,0.466667
"InChI=1S/C14H11N/c1-2-10-6-5-8-12-11-7-3-4-9-13(11)15-14(10)12/h2-9,15H,1H2",5.1,0.409639
"InChI=1S/C8H6N2O/c11-10-7-1-2-8-6(5-7)3-4-9-8/h1-5,9H",4.5,0.355932
"InChI=1S/C9H9NO2S/c1-13(11,12)10-7-6-8-4-2-3-5-9(8)10/h2-7H,1H3",4.5,0.473684
"InChI=1S/C10H7NO/c1-2-4-8-7(3-1)10-9(12-8)5-6-11-10/h1-6,11H",4.5,0.376623
"InChI=1S/C14H11N/c1-2-15-13-9-5-3-7-11(13)12-8-4-6-10-14(12)15/h2-10H,1H2",4.5,0.539474
"InChI=1S/C13H11N/c1-9-10-6-4-7-11(10)12-5-2-3-8-13(12)14-9/h2-8,14H,1H3",4.5,0.357143
"InChI=1S/C13H9NS/c1-2-4-10(5-3-1)11-6-7-12-9-15-14-13(12)8-11/h1-9H",5.3,0.3625
"InChI=1S/C8H6IN/c9-7-3-5-10-4-1-2-8(10)6-7/h1-6H",4.5,0.388889
"InChI=1S/C8H6N2O/c11-10-8-5-6-3-1-2-4-7(6)9-8/h1-5,9H",4.5,0.509434
"InChI=1S/C11H11NO/c1-8-7-9-3-4-10(13)5-6-11(9)12(8)2/h3-7H,1-2H3",4.5,0.467742
"InChI=1S/C8H7NO2/c10-8-5-6-3-1-2-4-7(6)9(8)11/h1-5,10-11H",4.5,0.428571
"InChI=1S/C14H11N/c1-2-7-13(8-3-1)15-11-10-12-6-4-5-9-14(12)15/h1-11H",5.3,0.351351
"InChI=1S/C10H7N3O/c11-6-12-10(14)9-5-7-3-1-2-4-8(7)13-9/h1-5,13H,(H,12,14)",4.5,0.415385
"InChI=1S/C13H10N2/c1-2-7-13(8-3-1)15-10-12-6-4-5-11(12)9-14-15/h1-10H",5.3,0.345679
"InChI=1S/C14H9NO/c16-14-13-8-11(6-7-12(13)9-15-14)10-4-2-1-3-5-10/h1-9H",5.3,0.353659
"InChI=1S/C10H7NO/c1-2-4-9-7(3-1)8-5-11-6-10(8)12-9/h1-6,11H",4.5,0.432432
"InChI=1S/C14H11N/c1-2-10-7-8-14-12(9-10)11-5-3-4-6-13(11)15-14/h2-9,15H,1H2",4.5,0.445783
"InChI=1S/C13H9NO/c15-12-8-4-3-7-11-13(12)9-5-1-2-6-10(9)14-11/h1-8,14H",5.1,0.447059
"InChI=1S/C14H10O/c1-2-6-11(7-3-1)14-10-12-8-4-5-9-13(12)15-14/h1-10H",5.3,0.413333
"InChI=1S/C12H9NS/c1-2-4-12-10(3-1)5-7-13(12)11-6-8-14-9-11/h1-9H",5.9,0.371429
"InChI=1S/C11H10N2/c1-9(8-12)13-7-6-10-4-2-3-5-11(10)13/h2-7,9H,1H3/t9-/m1/s1",4.5,0.45
"InChI=1S/C12H9NS/c1-2-4-11-9(3-1)7-12(13-11)10-5-6-14-8-10/h1-8,13H",5.9,0.397059
"InChI=1S/C13H11N/c1-10-5-4-7-12-9-11-6-2-3-8-13(11)14(10)12/h2-9H,1H3",5.1,0.380282
"InChI=1S/C9H8FN/c10-7-11-6-5-8-3-1-2-4-9(8)11/h1-6H,7H2",4.5,0.481481
"InChI=1S/C11H11N/c1-2-4-11-9(3-1)7-8-12(11)10-5-6-10/h1-4,7-8,10H,5-6H2",5.3,0.440678
"InChI=1S/C13H7NO/c14-8-9-4-3-6-11-10-5-1-2-7-12(10)15-13(9)11/h1-7H",5.1,0.409639
"InChI=1S/C14H10O/c1-2-5-11(6-3-1)12-7-4-8-14-13(12)9-10-15-14/h1-10H",5.3,0.35
